Methanocalculus pumilus	0.9727	0.9673	0.005199	1.039
Methanocalculus chunghsingensis	0.9652	0.9691	0.005467	0.7134
Methanocalculus alkaliphilus	0.9597	0.9705	0.003106	3.477
Methanocalculus halotolerans	0.9727	0.9673	0.005199	1.039
Methanocalculus natronophilus	0.9714	0.9676	0.005482	0.6932
