Mariniflexile gromovii	0.9587	0.9483	0.01373	0.7575
Mariniflexile jejuense	0.9509	0.9502	0.0145	0.04828
Mariniflexile ostreae	0.9280	0.9559	0.007381	3.780
Mariniflexile soesokkakense	0.9666	0.9463	0.01131	1.795
Mariniflexile aquimaris	0.9475	0.9511	0.01442	0.2497
