Marivirga lumbricoides	0.9370	0.9564	0.008087	2.399
Marivirga harenae	0.9644	0.9472	0.009246	1.860
Marivirga sericea	0.9594	0.9489	0.01147	0.9154
Marivirga atlantica	0.9453	0.9536	0.01191	0.6969
