Litoreibacter janthinus	0.9636	0.9582	0.01368	0.3947
Litoreibacter ascidiaceicola	0.9715	0.9566	0.01245	1.197
Litoreibacter halocynthiae	0.9663	0.9577	0.01340	0.6418
Litoreibacter albidus	0.9600	0.9589	0.01385	0.07942
Litoreibacter meonggei	0.9611	0.9587	0.01382	0.1737
Litoreibacter ponti	0.9321	0.9645	0.00412	7.864
