Haloferula harenae	0.9311	0.9170	0.00780	1.808
Haloferula sargassicola	0.9211	0.9190	0.009648	0.2177
Haloferula rosea	0.9288	0.9175	0.008515	1.327
Haloferula helveola	0.9095	0.9214	0.008388	1.419
Haloferula luteola	0.9075	0.9218	0.00774	1.848
Haloferula phyci	0.9183	0.9196	0.00967	0.1344
