Ferrimonas sediminum	0.8968	0.9209	0.01103	2.185
Ferrimonas senticii	0.9151	0.9179	0.01427	0.1962
Ferrimonas pelagia	0.9229	0.9166	0.01411	0.4465
Ferrimonas gelatinilytica	0.9189	0.9173	0.01430	0.1119
Ferrimonas kyonanensis	0.9249	0.9163	0.01393	0.6174
Ferrimonas balearica	0.9402	0.9137	0.01022	2.593
Ferrimonas futtsuensis	0.9036	0.9198	0.01293	1.253
