Acetobacter pasteurianus subsp. ascendens	0.18621493126728134	-0.007708269709051514
Acetobacter suratthaniensis	-0.15530712443886702	-0.027477352828416166
Acetobacter oeni	-0.1954842815203651	0.005153180930252953
Acetobacter pasteurianus subsp. paradoxus	-0.17454445420211634	-0.04453360637548123
Acetobacter nitrogenifigens	-0.19493876492332288	0.021833997809008375
Acetobacter indonesiensis	-0.17524977684147908	0.010468434255455027
Acetobacter aceti	-0.19139832335849533	0.009103000125438895
Acetobacter cerevisiae	-0.1717197581273195	0.016119369400207497
Acetobacter lovaniensis	-0.1646591166418243	-0.03079793015309172
Acetobacter farinalis	-0.1695294611522229	0.01772215240311501
Acetobacter orleanensis	-0.1655990478984511	0.024519744753224465
Acetobacter pomorum	-0.17692139337513757	-0.04040743471697547
Acetobacter pasteurianus subsp. pasteurianus	-0.19661307565087707	-0.04155619373675162
Acetobacter lambici	-0.16868788495599812	-0.02920249212355012
Acetobacter peroxydans	-0.16359999697849648	-0.029272942815124412
Acetobacter musti	-0.1671405486821215	0.008689021019716305
Acetobacter okinawensis	-0.16880159590720542	-0.028478035626538452
Acetobacter cibinongensis	-0.17975291049501624	0.0023783598056657616
Acetobacter ghanensis	-0.1716871114963739	-0.03045421023977075
Acetobacter fabarum	-0.17327541282822148	-0.03138146813933476
Acetobacter sicerae	-0.16947308907724168	0.004849884244630729
Acetobacter thailandicus	-0.17875728298286753	-0.0028179066217529467
Acetobacter persici	-0.169883864993687	0.016847813337733657
Acetobacter papayae	-0.16534423385006217	-0.031158866957835357
Acetobacter malorum	-0.17158751648505288	0.01678373319940886
Acetobacter senegalensis	-0.14911583555869867	-8.19632777048775E-4
Acetobacter tropicalis	-0.16941269396196126	0.009723887843906091
Acetobacter orientalis	-0.1592568619061799	9.438614658283423E-4
Acetobacter estunensis	-0.17873481957187012	-7.708986318633241E-4
Acetobacter syzygii	-0.1698970367618563	-0.027240695194548026
