Hyphomonadaceae	Hyphomonas adhaerens	-0.017474384430942697	0.029007211092653508
Hyphomonadaceae	Hyphomonas rosenbergii	0.03390920934826173	-0.016381232354825807
Hyphomonadaceae	Hyphomonas hirschiana	0.04809975960468132	0.019887835384747008
Hyphomonadaceae	Hyphomonas jannaschiana	-0.031131051026747018	0.019293297693895758
Hyphomonadaceae	Hyphomonas oceanitis	0.0038402356288784172	-0.0014512852157118287
Hyphomonadaceae	Hyphomonas beringensis	-0.020485399347734017	3.9775446190362077E-4
Hyphomonadaceae	Hyphomonas atlantica	-0.020945422118286	0.002356412311033696
Hyphomonadaceae	Hyphomonas neptunium	0.02858932968889357	-0.01571241466465679
Hyphomonadaceae	Hyphomonas johnsonii	-0.0411319450350893	-0.03743921757426812
Hyphomonadaceae	Hyphomonas polymorpha	0.021670337404353444	-0.016793355392088385
Hyphomonadaceae	Hyphomonas chukchiensis	-0.004847925198010628	-0.013185964347478294
